img_id,bbox,query
6236.jpg,"[0.0, 259.0, 252.0, 360.0]",['bottom left corner']
6236.jpg,"[43.0, 192.0, 99.0, 264.0]",['tree to the left']
4919.jpg,"[109.0, 15.0, 207.0, 421.0]",['waterfall']
4919.jpg,"[206.0, 81.0, 360.0, 480.0]",['plants on bottome right']
4919.jpg,"[188.0, 29.0, 240.0, 83.0]",['triangle shaped leaf toward top of waterfall']
4919.jpg,"[0.0, 0.0, 123.0, 359.0]",['most top left']
38768.jpg,"[0.0, 219.0, 201.0, 480.0]","['statue, not man', 'black thingy']"
909.jpg,"[1.0, 52.0, 350.0, 480.0]",['kid']
909.jpg,"[111.0, 190.0, 236.0, 336.0]",['face']
909.jpg,"[0.0, 1.0, 360.0, 468.0]",['area above the kid']
30059.jpg,"[186.0, 54.0, 324.0, 255.0]",['shirt']
11501.jpg,"[14.0, 165.0, 58.0, 249.0]",['red chair left of man in white on the left']
26599.jpg,"[0.0, 1.0, 360.0, 480.0]",['center']
11501.jpg,"[0.0, 58.0, 172.0, 158.0]",['plants above the guys on the left']
4001.jpg,"[48.0, 298.0, 107.0, 324.0]",['bottom left leaf right pettle']
4001.jpg,"[103.0, 174.0, 142.0, 239.0]",['leave in foreground below eaten leave on left side']
4001.jpg,"[79.0, 290.0, 169.0, 360.0]",['third leaf from the left in bottom']
4001.jpg,"[132.0, 220.0, 192.0, 288.0]",['leaf to left of butterfly']
4001.jpg,"[200.0, 287.0, 252.0, 334.0]","['left bottom leaf of butterfree', 'single leaf below butterfly next to small white flower']"
4001.jpg,"[0.0, 0.0, 480.0, 360.0]",['not the butterfly']
4001.jpg,"[278.0, 299.0, 358.0, 360.0]",['bottom leaf below creature but to the right']
11501.jpg,"[66.0, 176.0, 282.0, 360.0]",['table']
20914.jpg,"[28.0, 136.0, 356.0, 280.0]",['hut']
20914.jpg,"[0.0, 249.0, 480.0, 360.0]",['bottom right corner']
20914.jpg,"[161.0, 67.0, 450.0, 167.0]",['moutain']
25950.jpg,"[74.0, 31.0, 277.0, 476.0]","['flag', 'falg', 'flag', 'flag', 'flag', 'flag', 'flag']"
30506.jpg,"[0.0, 0.0, 343.0, 132.0]",['upper sky']
25950.jpg,"[0.0, 0.0, 128.0, 147.0]",['sky']
30506.jpg,"[0.0, 90.0, 360.0, 262.0]",['buildings']
11501.jpg,"[181.0, 185.0, 199.0, 219.0]",['white vase']
26266.jpg,"[0.0, 80.0, 323.0, 480.0]",['face']
26266.jpg,"[102.0, 173.0, 234.0, 321.0]",['face']
26266.jpg,"[1.0, 113.0, 104.0, 407.0]",['land behind boy']
26266.jpg,"[0.0, 0.0, 174.0, 92.0]",['sky top left of his head']
26266.jpg,"[187.0, 0.0, 236.0, 97.0]",['yup']
40236.jpg,"[0.0, 0.0, 480.0, 360.0]",['sky outside of cloud']
12611.jpg,"[426.0, 327.0, 480.0, 360.0]",['bottom right corner']
12611.jpg,"[128.0, 178.0, 413.0, 294.0]",['bushes front of house']
12611.jpg,"[263.0, 56.0, 456.0, 223.0]","['tree far right', 'tree far right', 'palm trees on the right of the huts', 'plant right side just above roof', 'trees behind a house', 'tree leafs to right']"
9394.jpg,"[40.0, 106.0, 313.0, 480.0]",['woman']
12611.jpg,"[22.0, 219.0, 480.0, 360.0]",['grassy area']
9674.jpg,"[0.0, 12.0, 188.0, 223.0]",['trees']
9674.jpg,"[34.0, 147.0, 347.0, 480.0]","['people any', 'people']"
12611.jpg,"[2.0, 64.0, 370.0, 267.0]","['the roof', 'roof']"
4623.jpg,"[145.0, 197.0, 188.0, 237.0]","['small trees on left, in front of house', 'trees, middle left', 'two trees in front of house']"
4623.jpg,"[0.0, 190.0, 118.0, 268.0]",['bushes to left of house']
4623.jpg,"[157.0, 0.0, 480.0, 360.0]",['tree on right']
4623.jpg,"[0.0, 248.0, 454.0, 360.0]",['shrubs on the bottom']
4623.jpg,"[0.0, 219.0, 450.0, 350.0]",['grass just above bottom trees']
4623.jpg,"[0.0, 11.0, 443.0, 229.0]",['mountains']
4623.jpg,"[71.0, 170.0, 382.0, 229.0]",['building']
4623.jpg,"[323.0, 200.0, 365.0, 262.0]",['green trees parially blocking view of house on right side']
4623.jpg,"[397.0, 202.0, 446.0, 260.0]","['two trees right back a bit', 'trees on the right, 2 of them together, first ones']"
32229.jpg,"[0.0, 0.0, 480.0, 169.0]",['sky']
32229.jpg,"[103.0, 136.0, 230.0, 199.0]",['tallest white building']
32229.jpg,"[360.0, 262.0, 474.0, 335.0]",['guys face of right']
9394.jpg,"[0.0, 0.0, 360.0, 178.0]",['top']
32229.jpg,"[0.0, 239.0, 139.0, 276.0]",['grass to the left next to track']
14099.jpg,"[220.0, 0.0, 468.0, 63.0]",['why are we yelling? (sky)']
1158.jpg,"[211.0, 159.0, 366.0, 285.0]",['plants behind middle chair']
1158.jpg,"[0.0, 0.0, 480.0, 326.0]",['top floor']
1158.jpg,"[23.0, 190.0, 185.0, 329.0]",['lower left leaves']
1158.jpg,"[338.0, 267.0, 440.0, 338.0]",['the loveseat on the farside of the table closer to window']
1158.jpg,"[86.0, 273.0, 287.0, 360.0]",['couch left']
1158.jpg,"[251.0, 267.0, 310.0, 321.0]",['middle seat']
810.jpg,"[98.0, 187.0, 226.0, 306.0]",['kids face']
810.jpg,"[4.0, 101.0, 360.0, 480.0]","['face', 'you were right again.  anyway, face', 'kid']"
31772.jpg,"[0.0, 26.0, 196.0, 119.0]",['thems the ones']
16652.jpg,"[194.0, 57.0, 480.0, 281.0]",['right side of mountain']
32811.jpg,"[29.0, 141.0, 264.0, 419.0]",['boat']
13890.jpg,"[84.0, 55.0, 187.0, 310.0]","['fridge', 'fridge', 'fridge', 'fridge behind woman']"
13890.jpg,"[261.0, 309.0, 391.0, 360.0]",['the pot with the greenish-white vegetables']
19600.jpg,"[17.0, 278.0, 107.0, 360.0]",['bag on bttm left']
19600.jpg,"[328.0, 285.0, 393.0, 322.0]",['backpack right']
19600.jpg,"[59.0, 150.0, 92.0, 197.0]",['lady behind the orange shirt guy']
15599.jpg,"[161.0, 204.0, 215.0, 251.0]",['group in middle']
1802.jpg,"[290.0, 301.0, 480.0, 360.0]",['right bottom coirner: brown patch of grass']
2512.jpg,"[0.0, 0.0, 360.0, 33.0]",['anywhere at the furthest top of the picture']
2512.jpg,"[0.0, 108.0, 360.0, 175.0]",['3rd floor windows']
2512.jpg,"[165.0, 280.0, 200.0, 314.0]",['the center light in the bottom row of lights']
2512.jpg,"[56.0, 271.0, 91.0, 309.0]",['light on bottom left']
2512.jpg,"[118.0, 178.0, 149.0, 216.0]","['second light from the left, second balcony', '2nd row of lights from bottom, 2nd from left', 'one over']"
2512.jpg,"[276.0, 280.0, 308.0, 315.0]",['the light on the lower right']
2512.jpg,"[218.0, 181.0, 257.0, 219.0]",['the third light in second row']
15438.jpg,"[0.0, 0.0, 480.0, 295.0]","['sky', 'sky']"
17067.jpg,"[96.0, 165.0, 353.0, 338.0]",['bed']
39302.jpg,"[0.0, 0.0, 480.0, 225.0]",['sky']
6929.jpg,"[0.0, 123.0, 453.0, 360.0]",['trees in middle']
39699.jpg,"[0.0, 0.0, 285.0, 379.0]",['sky']
12472.jpg,"[116.0, 218.0, 219.0, 386.0]",['people']
15438.jpg,"[0.0, 274.0, 480.0, 312.0]",['forest']
8808.jpg,"[247.0, 316.0, 353.0, 398.0]",['man on right']
7575.jpg,"[0.0, 56.0, 480.0, 307.0]",['green hill']
7575.jpg,"[0.0, 218.0, 480.0, 360.0]",['road']
7575.jpg,"[0.0, 0.0, 480.0, 119.0]",['sky']
7575.jpg,"[293.0, 152.0, 373.0, 216.0]",['treed in middle of road']
7575.jpg,"[0.0, 194.0, 60.0, 263.0]","['the building? on the left', 'left boxy thing']"
7742.jpg,"[20.0, 15.0, 56.0, 57.0]","['rleft most hanging balloons', 'ballons at the top-left', 'the three balloons in the top left', 'balloons on left', 'the balloons on top to the back left, but on top', 'far back left white and gold ballon above green jacket girl']"
7742.jpg,"[57.0, 13.0, 81.0, 67.0]",['4th white balloon from back left most string']
22938.jpg,"[6.0, 121.0, 344.0, 157.0]",['cloudline closest to water on left']
22938.jpg,"[231.0, 196.0, 268.0, 236.0]",['left side of structure in the middle']
22938.jpg,"[142.0, 29.0, 480.0, 130.0]",['clouds top right']
40535.jpg,"[46.0, 0.0, 479.0, 93.0]","['trees', 'trees on right']"
40535.jpg,"[0.0, 115.0, 435.0, 320.0]",['bottom left corner']
22938.jpg,"[0.0, 0.0, 480.0, 174.0]",['top left']
7742.jpg,"[165.0, 45.0, 199.0, 94.0]",['near center']
7742.jpg,"[207.0, 67.0, 227.0, 96.0]",['brown ballon right beneath sign and above guy  in black jacket in middle of pic']
7742.jpg,"[103.0, 57.0, 127.0, 82.0]",['wow. most left gold balloon below white balloon in middle of top left strand']
7742.jpg,"[127.0, 0.0, 164.0, 25.0]",['top middle white baloon almost off the screen']
7742.jpg,"[161.0, 0.0, 213.0, 22.0]","['highest gold balloon, almost off the pic', 'the brown ballon in the top next to sign', 'the first bronze balloon in the first row(75% of it is cut off)']"
7742.jpg,"[77.0, 5.0, 116.0, 63.0]",['white balloon 4th from the middle to the left. on top']
7742.jpg,"[99.0, 0.0, 143.0, 49.0]","['second gold balloon from middle to the left, top']"
19386.jpg,"[0.0, 184.0, 360.0, 480.0]",['ice']
17067.jpg,"[70.0, 0.0, 452.0, 310.0]",['wall']
4027.jpg,"[0.0, 151.0, 479.0, 360.0]",['bottom left corner']
37814.jpg,"[0.0, 222.0, 162.0, 426.0]",['trees on the left']
37814.jpg,"[0.0, 0.0, 320.0, 243.0]",['sky']
37814.jpg,"[17.0, 192.0, 260.0, 480.0]",['bike']
37814.jpg,"[77.0, 58.0, 320.0, 480.0]",['the guy']
1989.jpg,"[86.0, 192.0, 133.0, 264.0]",['farthest building']
5137.jpg,"[369.0, 114.0, 385.0, 174.0]",['door/window to the right']
25865.jpg,"[0.0, 358.0, 148.0, 480.0]",['bottom left sand']
35875.jpg,"[0.0, 0.0, 480.0, 144.0]",['sky']
2655.jpg,"[0.0, 0.0, 468.0, 163.0]",['sky']
10588.jpg,"[0.0, 178.0, 480.0, 360.0]",['ground under vehicles']
10588.jpg,"[24.0, 163.0, 144.0, 224.0]",['truck reddish far left']
16208.jpg,"[0.0, 209.0, 480.0, 360.0]",['ground']
16208.jpg,"[0.0, 0.0, 480.0, 250.0]",['sky']
35910.jpg,"[0.0, 432.0, 136.0, 480.0]",['left bottom corner']
4315.jpg,"[0.0, 261.0, 155.0, 360.0]",['car']
30263.jpg,"[120.0, 75.0, 335.0, 320.0]",['yellow shirt']
18553.jpg,"[203.0, 0.0, 360.0, 200.0]",['the green stuff on top of shelves']
17478.jpg,"[0.0, 359.0, 360.0, 480.0]",['floor']
17478.jpg,"[0.0, 0.0, 236.0, 148.0]",['top left sky']
17478.jpg,"[28.0, 0.0, 360.0, 341.0]",['buildng']
30104.jpg,"[0.0, 138.0, 480.0, 320.0]",['bottom right road']
30104.jpg,"[39.0, 0.0, 429.0, 291.0]",['car']
30104.jpg,"[247.0, 13.0, 381.0, 275.0]",['bike man!']
13485.jpg,"[295.0, 0.0, 480.0, 215.0]","['bus in top right', 'bus', 'bus', 'bus', 'bus upper right', 'sorry bus']"
13485.jpg,"[0.0, 132.0, 480.0, 360.0]",['bottom left corner']
13485.jpg,"[62.0, 18.0, 364.0, 327.0]",['people']
30804.jpg,"[0.0, 0.0, 435.0, 116.0]",['sky upper left']
4439.jpg,"[405.0, 0.0, 480.0, 111.0]",['tree branch top right corner']
4439.jpg,"[0.0, 0.0, 422.0, 52.0]",['sky']
4439.jpg,"[13.0, 138.0, 452.0, 341.0]",['any person']
7818.jpg,"[0.0, 0.0, 480.0, 223.0]",['the whole sky']
4439.jpg,"[16.0, 314.0, 480.0, 360.0]",['front area of floor']
22020.jpg,"[276.0, 271.0, 348.0, 300.0]",['water right and right of shoulder']
25321.jpg,"[6.0, 81.0, 83.0, 159.0]","['well, cacti to the left of the big rock']"
25321.jpg,"[384.0, 63.0, 480.0, 165.0]",['cactus to upper right of farthest person on right']
25321.jpg,"[0.0, 226.0, 480.0, 360.0]",['ground in front of feet']
25321.jpg,"[64.0, 79.0, 428.0, 322.0]",['the whole group']
7818.jpg,"[182.0, 315.0, 251.0, 355.0]",['omg! very bottom just left of dead center']
3712.jpg,"[89.0, 170.0, 159.0, 346.0]",['2 men huddling']
3712.jpg,"[183.0, 248.0, 293.0, 420.0]",['waterfall']
3712.jpg,"[195.0, 412.0, 323.0, 444.0]","['pool of water below the waterfall', 'water below waterfall']"
3712.jpg,"[159.0, 266.0, 242.0, 414.0]",['brown rock in the middle']
3712.jpg,"[0.0, 0.0, 360.0, 480.0]","['greens', 'top of picture']"
3712.jpg,"[0.0, 271.0, 93.0, 480.0]","['person on left', 'left bottom man']"
3712.jpg,"[44.0, 247.0, 102.0, 274.0]",['bottom left mans hat']
1324.jpg,"[0.0, 0.0, 413.0, 298.0]",['white part of wall']
1324.jpg,"[112.0, 147.0, 480.0, 360.0]",['mattress']
2495.jpg,"[0.0, 271.0, 357.0, 480.0]",['boat']
20282.jpg,"[0.0, 256.0, 352.0, 355.0]",['middle mountains white']
20282.jpg,"[0.0, 2.0, 360.0, 279.0]",['grey sky above mountain']
7818.jpg,"[0.0, 217.0, 480.0, 360.0]",['ground']
37927.jpg,"[283.0, 4.0, 316.0, 270.0]","['middle flag. this ones hard', 'uh lol the middle flag with the sun on it', 'flag 7th from left', 'flag between 7th and 8th pole']"
40279.jpg,"[0.0, 190.0, 480.0, 360.0]",['bottom anywhere']
37332.jpg,"[0.0, 235.0, 206.0, 297.0]",['fence on left']
37927.jpg,"[253.0, 2.0, 283.0, 232.0]",['flag in the middle']
20843.jpg,"[0.0, 0.0, 360.0, 68.0]",['sky']
20843.jpg,"[0.0, 208.0, 360.0, 480.0]",['ground']
20843.jpg,"[1.0, 75.0, 347.0, 480.0]",['boy anywhere']
11100.jpg,"[165.0, 0.0, 264.0, 34.0]",['cloud directly above the man']
37679.jpg,"[0.0, 217.0, 320.0, 480.0]",['bottom']
6774.jpg,"[0.0, 307.0, 480.0, 360.0]",['road at bottom']
6774.jpg,"[0.0, 0.0, 480.0, 286.0]",['top']
7383.jpg,"[0.0, 182.0, 46.0, 229.0]",['red bag all the way to the left']
19675.jpg,"[0.0, 0.0, 226.0, 342.0]",['backpack']
19675.jpg,"[212.0, 0.0, 480.0, 92.0]",['top right corner']
19675.jpg,"[0.0, 40.0, 343.0, 360.0]",['a mountain hiker.']
19675.jpg,"[320.0, 144.0, 480.0, 360.0]",['water']
19644.jpg,"[0.0, 0.0, 480.0, 151.0]",['sky']
1231.jpg,"[245.0, 54.0, 287.0, 121.0]",['lamp']
23666.jpg,"[0.0, 0.0, 360.0, 119.0]",['sky']
15710.jpg,"[197.0, 324.0, 251.0, 433.0]",['the person standing right under the lamp']
27053.jpg,"[132.0, 104.0, 465.0, 194.0]","['the group of seals in the background', 'the seals in the back', 'back seals', 'all seals in the back', 'seal top ones', 'seals in back', 'any seal in the back']"
23822.jpg,"[0.0, 0.0, 480.0, 195.0]",['top sky']
23822.jpg,"[65.0, 170.0, 480.0, 360.0]",['trees right']
23822.jpg,"[0.0, 285.0, 84.0, 360.0]",['patch of concrete al the way on left']
23822.jpg,"[217.0, 301.0, 358.0, 360.0]",['rt road']
23822.jpg,"[80.0, 151.0, 362.0, 199.0]","['the mountain tops, or maybe thoseare clouds', 'mountains']"
13563.jpg,"[149.0, 251.0, 221.0, 297.0]",['plate of food for white shirt guy']
13563.jpg,"[0.0, 77.0, 277.0, 360.0]",['left']
13563.jpg,"[283.0, 266.0, 366.0, 303.0]","['plate on right near hand of man standing up', 'the plate on the right', 'plate behind hand of man in glasses', 'right bottom plate', 'plate next to that guys hand', 'the plate near the hand in right side', 'first plate on the right']"
13563.jpg,"[383.0, 90.0, 471.0, 257.0]",['woman on the right']
13563.jpg,"[271.0, 154.0, 301.0, 209.0]",['red bottle']
2495.jpg,"[0.0, 0.0, 360.0, 214.0]",['cloud']
18178.jpg,"[380.0, 174.0, 409.0, 261.0]",['the light to the bottom right']
18178.jpg,"[0.0, 0.0, 480.0, 172.0]",['sky']
18178.jpg,"[186.0, 254.0, 480.0, 360.0]",['drive/walk way?']
18178.jpg,"[168.0, 123.0, 341.0, 252.0]","['building, bright part', 'bright bldg']"
18178.jpg,"[0.0, 117.0, 200.0, 256.0]",['trees to the left']
18178.jpg,"[323.0, 81.0, 399.0, 352.0]",['lamp']
15531.jpg,"[254.0, 143.0, 340.0, 327.0]",['guy']
38132.jpg,"[401.0, 259.0, 480.0, 360.0]",['tree bottom right']
38132.jpg,"[200.0, 230.0, 230.0, 300.0]",['window bottom middle']
38132.jpg,"[73.0, 0.0, 209.0, 138.0]",['brown bldg top left']
38132.jpg,"[25.0, 27.0, 390.0, 343.0]",['building']
11359.jpg,"[157.0, 278.0, 255.0, 376.0]",['bag in his hand']
2022.jpg,"[0.0, 87.0, 460.0, 356.0]",['building']
18072.jpg,"[0.0, 1.0, 480.0, 360.0]",['kids bottom']
2022.jpg,"[0.0, 0.0, 240.0, 224.0]",['sky']
6649.jpg,"[0.0, 304.0, 159.0, 474.0]",['rock the guy in lying on']
9922.jpg,"[279.0, 41.0, 308.0, 130.0]",['blue flag']
9922.jpg,"[0.0, 0.0, 360.0, 165.0]","['sky', 'sky', 'sky.. mtg?', 'sky', 'sky']"
9922.jpg,"[0.0, 440.0, 360.0, 480.0]",['thin sidewalk beneath thier feet']
9922.jpg,"[0.0, 461.0, 324.0, 480.0]",['floor']
9922.jpg,"[107.0, 388.0, 162.0, 456.0]",['the couple']
9922.jpg,"[0.0, 76.0, 360.0, 458.0]",['any of the building']
9922.jpg,"[210.0, 5.0, 225.0, 83.0]",['flag center of roof']
9922.jpg,"[224.0, 385.0, 257.0, 459.0]",['person on right']
64.jpg,"[1.0, 133.0, 477.0, 301.0]","['center', 'long rocky area in middle']"
9815.jpg,"[204.0, 0.0, 480.0, 151.0]",['jus tnot painting']
10159.jpg,"[166.0, 51.0, 405.0, 295.0]","['group', 'people']"
10159.jpg,"[0.0, 204.0, 480.0, 360.0]",['bottom ground']
10159.jpg,"[0.0, 48.0, 313.0, 161.0]",['left mountain']
10159.jpg,"[0.0, 0.0, 480.0, 107.0]",['sky']
10159.jpg,"[164.0, 0.0, 480.0, 35.0]",['clouds top right']
16115.jpg,"[268.0, 13.0, 360.0, 274.0]",['window']
26959.jpg,"[34.0, 214.0, 404.0, 360.0]",['bedspread']
25.jpg,"[143.0, 299.0, 190.0, 333.0]",['tiny group of people in white']
10074.jpg,"[107.0, 53.0, 435.0, 96.0]",['island']
18818.jpg,"[0.0, 0.0, 480.0, 360.0]",['building']
40364.jpg,"[382.0, 131.0, 457.0, 249.0]",['right most building big']
40364.jpg,"[0.0, 32.0, 480.0, 360.0]",['any of the buildings at the bottom']
40364.jpg,"[0.0, 0.0, 480.0, 40.0]",['sky']
18818.jpg,"[0.0, 219.0, 34.0, 333.0]",['dark part on the far left next to the stairs']
8606.jpg,"[161.0, 182.0, 480.0, 360.0]",['the table']
27486.jpg,"[130.0, 214.0, 170.0, 302.0]","['person', 'person']"
27486.jpg,"[0.0, 0.0, 360.0, 379.0]",['top']
8606.jpg,"[0.0, 0.0, 24.0, 145.0]",['picture upper left']
8606.jpg,"[276.0, 255.0, 357.0, 331.0]",['peper shaker and little bowls middle of table']
10192.jpg,"[101.0, 227.0, 222.0, 307.0]","[""woman's book""]"
22349.jpg,"[192.0, 246.0, 224.0, 357.0]","['flag, center screen']"
22349.jpg,"[435.0, 190.0, 480.0, 304.0]",['flag right']
22349.jpg,"[0.0, 0.0, 480.0, 360.0]",['building no flags']
26959.jpg,"[398.0, 287.0, 460.0, 360.0]",['floor']
2827.jpg,"[106.0, 69.0, 175.0, 204.0]",['palm tree on left next to tower']
19600.jpg,"[123.0, 0.0, 399.0, 141.0]",['tree above guy  sitting in center']
16003.jpg,"[218.0, 150.0, 255.0, 200.0]","['middle face', 'the face of the middle person', 'center face', 'middle face', 'face in middle', 'middle person face only', 'person in middle face', 'middle face', 'middle face', 'face in center', 'ladies face in the middle', 'middle person face', 'middle face', 'face only in middle', 'middle face', 'middle face', 'middle face', 'center face', 'middle face', 'face of the person in the middle', 'person in the middle thier face', 'middle face', 'face of girl in middle- just face', 'womans face in the middle', 'face middle', 'middle face', 'face of middle person', 'middle face', 'face middle', 'face in center', 'face in the middle', 'face in the middle', 'middle face', 'middle face', 'center face', 'face of middle lady', ""middle dorks' face"", 'middle face', 'middle face', 'midd;e face', ""middle girl's face"", 'center face', 'face in the middle', ""women's face in center"", 'middle face', 'center face', 'middle face', 'middle face', ""the woman in the middle's face"", 'middle face', 'middle face', ""middle person's face"", 'middle face', 'person in the middles face', 'face of middle person', 'middle face']"
16003.jpg,"[276.0, 148.0, 315.0, 200.0]",['third face']
15580.jpg,"[194.0, 0.0, 480.0, 54.0]",['cloud']
15580.jpg,"[0.0, 0.0, 480.0, 211.0]",['sky (not clouds)']
7598.jpg,"[360.0, 292.0, 480.0, 360.0]","['okay, so any of the car filled with spiders in the bottom right corner', 'bus btm right']"
15580.jpg,"[66.0, 115.0, 409.0, 211.0]",['the clouds right above the trees']
15580.jpg,"[273.0, 243.0, 480.0, 290.0]",['water']
19600.jpg,"[0.0, 0.0, 160.0, 128.0]",['trees upper left']
27512.jpg,"[0.0, 26.0, 125.0, 156.0]","['roof on left', 'roof, left to the hat']"
32486.jpg,"[0.0, 290.0, 120.0, 360.0]","['brown track, bottom left corner', 'bottom left yellow track']"
2828.jpg,"[0.0, 108.0, 480.0, 322.0]","['tree area', 'trees']"
17886.jpg,"[147.0, 170.0, 353.0, 358.0]","['the two nerds at the bar', 'the men with glasses, hands on faces']"
2828.jpg,"[0.0, 0.0, 117.0, 139.0]",['patch of sky on left of picture']
2828.jpg,"[0.0, 240.0, 480.0, 360.0]",['grass again']
39396.jpg,"[101.0, 112.0, 480.0, 305.0]",['sand far right screen']
18075.jpg,"[238.0, 116.0, 360.0, 480.0]",['white shirt']
18075.jpg,"[145.0, 147.0, 198.0, 223.0]",['face of girl with the darker hair']
30706.jpg,"[0.0, 186.0, 262.0, 263.0]",['left land above bottom left water']
18075.jpg,"[0.0, 39.0, 360.0, 480.0]",['click any of the people and press submit']
18075.jpg,"[236.0, 0.0, 360.0, 56.0]",['cloud right']
8698.jpg,"[214.0, 335.0, 284.0, 430.0]",['hat']
18075.jpg,"[31.0, 79.0, 86.0, 140.0]","['the face of the man on the left', 'man on left with hat', 'left face']"
18075.jpg,"[96.0, 120.0, 262.0, 480.0]",['girl yellow shirt']
18075.jpg,"[16.0, 38.0, 101.0, 94.0]",['white hat on grandpa']
18075.jpg,"[0.0, 37.0, 130.0, 480.0]",['white hat']
17886.jpg,"[395.0, 130.0, 480.0, 358.0]",['old lady looking to right']
22199.jpg,"[216.0, 160.0, 265.0, 286.0]",['third person from left']
22199.jpg,"[180.0, 142.0, 218.0, 291.0]",['2nd person from left']
22199.jpg,"[38.0, 33.0, 480.0, 224.0]",['right mountain thing']
22199.jpg,"[285.0, 164.0, 404.0, 313.0]",['group on right']
22199.jpg,"[0.0, 0.0, 480.0, 132.0]",['sky above mountains']
22199.jpg,"[0.0, 37.0, 480.0, 360.0]",['snow']
11511.jpg,"[295.0, 0.0, 480.0, 29.0]",['top right']
11511.jpg,"[300.0, 131.0, 329.0, 150.0]",['plate in hand light blue shirt on right']
11511.jpg,"[186.0, 104.0, 226.0, 118.0]",['food guy in middle holding']
22199.jpg,"[0.0, 22.0, 39.0, 81.0]",['the rock part of the mountain on top left']
11511.jpg,"[456.0, 156.0, 480.0, 200.0]","['white thing far middle right of picture, on back of lady in black', 'bag behind woman on right']"
11511.jpg,"[85.0, 145.0, 141.0, 178.0]","['dish girl on left', 'plate the left person is holding', 'held by lady', 'first container of food held on the left']"
17886.jpg,"[399.0, 15.0, 455.0, 76.0]",['spherical lamp on right']
2024.jpg,"[0.0, 13.0, 480.0, 236.0]",['bird']
2024.jpg,"[9.0, 26.0, 480.0, 236.0]","['bird', 'bird', 'bird', 'the bird', 'eagle', 'eagle']"
39709.jpg,"[0.0, 0.0, 320.0, 89.0]",['sky']
39709.jpg,"[0.0, 66.0, 320.0, 461.0]",['anywhere on brick']
26976.jpg,"[0.0, 239.0, 271.0, 360.0]",['water on the bottom left']
23333.jpg,"[0.0, 238.0, 12.0, 329.0]",['person far left almost out of frame']
26535.jpg,"[46.0, 1.0, 84.0, 155.0]",['curtain above guys head']
26976.jpg,"[361.0, 101.0, 480.0, 257.0]",['blue wall on the right side']
8424.jpg,"[435.0, 45.0, 480.0, 137.0]","['palm tree far right against edge', 'rightmost tree, partially cut off from image']"
23333.jpg,"[339.0, 242.0, 360.0, 330.0]",['person on the far right']
11377.jpg,"[245.0, 183.0, 361.0, 360.0]",['floor of bus']
31848.jpg,"[84.0, 314.0, 384.0, 360.0]",['snow all the way in the bottom']
26976.jpg,"[0.0, 0.0, 480.0, 102.0]",['sky']
31580.jpg,"[0.0, 0.0, 480.0, 155.0]",['that one was hard | sky']
52.jpg,"[25.0, 70.0, 472.0, 240.0]",['the whole boat']
26890.jpg,"[0.0, 173.0, 343.0, 480.0]",['tile']
26890.jpg,"[0.0, 2.0, 97.0, 290.0]",['kid in the purple on the left']
11377.jpg,"[0.0, 80.0, 229.0, 291.0]",['person far left']
20727.jpg,"[0.0, 228.0, 480.0, 360.0]",['sand foreground left']
20727.jpg,"[292.0, 0.0, 480.0, 202.0]",['house below window']
20727.jpg,"[119.0, 52.0, 376.0, 333.0]",['people']
20727.jpg,"[187.0, 0.0, 294.0, 152.0]",['sky between the two women']
20727.jpg,"[44.0, 0.0, 192.0, 216.0]",['trees in the background']
20727.jpg,"[0.0, 175.0, 73.0, 221.0]",['water far left']
2790.jpg,"[0.0, 278.0, 157.0, 360.0]",['bottom left corner']
22172.jpg,"[40.0, 125.0, 98.0, 239.0]","['man in white, front left horse', 'that midget man', 'far left rider', 'jockey on far left']"
22172.jpg,"[62.0, 184.0, 101.0, 209.0]","[""far left saddle beneath person's bum"", ""saddle of far left horse under man's behind""]"
9380.jpg,"[0.0, 0.0, 128.0, 409.0]",['building on left']
22172.jpg,"[125.0, 99.0, 202.0, 249.0]","['blue shirt', 'blue shirt guy', 'blue shirt middle horse', 'blue shirt guy', 'blue shirt']"
9380.jpg,"[68.0, 0.0, 341.0, 119.0]",['sky']
22172.jpg,"[0.0, 172.0, 146.0, 296.0]",['left horse']
9380.jpg,"[65.0, 106.0, 344.0, 288.0]",['mountains']
22172.jpg,"[250.0, 159.0, 480.0, 359.0]",['horse on the right']
9380.jpg,"[122.0, 302.0, 356.0, 417.0]",['person center']
9380.jpg,"[199.0, 187.0, 350.0, 382.0]",['buidlings right']
22509.jpg,"[0.0, 199.0, 31.0, 294.0]",['stone fence to the left of the lady in the white coat']
22509.jpg,"[190.0, 221.0, 253.0, 359.0]",['yellow']
31847.jpg,"[0.0, 0.0, 480.0, 184.0]","['sky', 'sky, top']"
31847.jpg,"[169.0, 218.0, 480.0, 360.0]",['snow on right']
34149.jpg,"[51.0, 186.0, 80.0, 223.0]",['small triangular thing next to house']
16420.jpg,"[232.0, 0.0, 304.0, 58.0]",['white pillar thing protruding from roof on top']
16420.jpg,"[263.0, 116.0, 326.0, 184.0]",['thing above guy next to last right']
16420.jpg,"[212.0, 165.0, 263.0, 330.0]",['person in middle']
16420.jpg,"[50.0, 172.0, 109.0, 357.0]",['leftmost man']
16420.jpg,"[190.0, 248.0, 215.0, 277.0]",['the pot between the dude in yellow and the girl']
16420.jpg,"[0.0, 221.0, 480.0, 360.0]",['the bottom area below their feet']
